# Probability of Window [ -0.00, 0.01 ]
# Value       Probability
-0.6075       0.0000  
-0.5498       0.0001  
-0.4921       0.0001  
-0.4344       0.0002  
-0.3767       0.0004  
-0.3190       0.0005  
-0.2613       0.0011  
-0.2037       0.0014  
-0.1460       0.0021  
-0.0883       0.0034  
-0.0306       0.0051  
0.0271        0.0077  
0.0848        0.0104  
0.1425        0.0148  
0.2001        0.0205  
0.2578        0.0269  
0.3155        0.0346  
0.3732        0.0422  
0.4309        0.0520  
0.4886        0.0608  
0.5463        0.0698  
0.6040        0.0766  
0.6616        0.0780  
0.7193        0.0778  
0.7770        0.0747  
0.8347        0.0701  
0.8924        0.0630  
0.9501        0.0527  
1.0078        0.0441  
1.0654        0.0353  
1.1231        0.0248  
1.1808        0.0175  
1.2385        0.0117  
1.2962        0.0083  
1.3539        0.0045  
1.4116        0.0032  
1.4692        0.0017  
1.5269        0.0008  
1.5846        0.0004  
1.6423        0.0002  
1.7000        0.0002  
1.7577        0.0000  
1.8154        0.0000  
#----------------------------------------
# Probability of Window [ 0.48, 0.49 ]
# Value       Probability
-0.8801       0.0000  
-0.8248       0.0000  
-0.7696       0.0000  
-0.7143       0.0000  
-0.6590       0.0002  
-0.6038       0.0001  
-0.5485       0.0002  
-0.4933       0.0002  
-0.4380       0.0007  
-0.3828       0.0007  
-0.3275       0.0014  
-0.2723       0.0018  
-0.2170       0.0025  
-0.1617       0.0045  
-0.1065       0.0058  
-0.0512       0.0080  
0.0040        0.0114  
0.0593        0.0153  
0.1145        0.0198  
0.1698        0.0262  
0.2250        0.0344  
0.2803        0.0418  
0.3356        0.0496  
0.3908        0.0577  
0.4461        0.0643  
0.5013        0.0691  
0.5566        0.0755  
0.6118        0.0754  
0.6671        0.0725  
0.7224        0.0687  
0.7776        0.0638  
0.8329        0.0540  
0.8881        0.0460  
0.9434        0.0356  
0.9986        0.0281  
1.0539        0.0220  
1.1091        0.0151  
1.1644        0.0100  
1.2197        0.0070  
1.2749        0.0042  
1.3302        0.0029  
1.3854        0.0015  
1.4407        0.0009  
1.4959        0.0005  
1.5512        0.0003  
1.6064        0.0002  
1.6617        0.0000  
1.7170        0.0000  
1.7722        0.0000  
1.8275        0.0000  
#----------------------------------------
# Probability of Window [ 0.49, 0.50 ]
# Value       Probability
-1.3864       0.0000  
-1.3261       0.0000  
-1.2659       0.0000  
-1.2056       0.0000  
-1.1453       0.0000  
-1.0851       0.0000  
-1.0248       0.0000  
-0.9646       0.0001  
-0.9043       0.0001  
-0.8440       0.0001  
-0.7838       0.0002  
-0.7235       0.0002  
-0.6633       0.0004  
-0.6030       0.0004  
-0.5428       0.0009  
-0.4825       0.0014  
-0.4222       0.0020  
-0.3620       0.0036  
-0.3017       0.0045  
-0.2415       0.0070  
-0.1812       0.0090  
-0.1210       0.0137  
-0.0607       0.0172  
-0.0004       0.0237  
0.0598        0.0321  
0.1201        0.0396  
0.1803        0.0498  
0.2406        0.0577  
0.3009        0.0663  
0.3611        0.0727  
0.4214        0.0785  
0.4816        0.0797  
0.5419        0.0779  
0.6021        0.0745  
0.6624        0.0679  
0.7227        0.0584  
0.7829        0.0463  
0.8432        0.0370  
0.9034        0.0256  
0.9637        0.0196  
1.0239        0.0128  
1.0842        0.0080  
1.1445        0.0047  
1.2047        0.0029  
1.2650        0.0018  
1.3252        0.0010  
1.3855        0.0004  
1.4458        0.0002  
1.5060        0.0001  
1.5663        0.0001  
#----------------------------------------
# Probability of Window [ 0.50, 0.51 ]
# Value       Probability
-0.5921       0.0000  
-0.5629       0.0000  
-0.5337       0.0000  
-0.5045       0.0000  
-0.4754       0.0000  
-0.4462       0.0000  
-0.4170       0.0001  
-0.3878       0.0002  
-0.3586       0.0003  
-0.3294       0.0003  
-0.3002       0.0004  
-0.2711       0.0007  
-0.2419       0.0008  
-0.2127       0.0012  
-0.1835       0.0018  
-0.1543       0.0023  
-0.1251       0.0030  
-0.0959       0.0046  
-0.0668       0.0063  
-0.0376       0.0080  
-0.0084       0.0111  
0.0208        0.0142  
0.0500        0.0166  
0.0792        0.0217  
0.1084        0.0266  
0.1375        0.0302  
0.1667        0.0368  
0.1959        0.0417  
0.2251        0.0470  
0.2543        0.0570  
0.2835        0.0614  
0.3127        0.0672  
0.3418        0.0672  
0.3710        0.0704  
0.4002        0.0682  
0.4294        0.0675  
0.4586        0.0613  
0.4878        0.0541  
0.5170        0.0456  
0.5461        0.0348  
0.5753        0.0256  
0.6045        0.0178  
0.6337        0.0125  
0.6629        0.0066  
0.6921        0.0038  
0.7213        0.0020  
0.7504        0.0007  
0.7796        0.0002  
0.8088        0.0000  
0.8380        0.0001  
#----------------------------------------
# Probability of Window [ 0.51, 0.52 ]
# Value       Probability
-0.6263       0.0000  
-0.5968       0.0000  
-0.5673       0.0001  
-0.5378       0.0000  
-0.5083       0.0000  
-0.4788       0.0001  
-0.4493       0.0002  
-0.4198       0.0001  
-0.3903       0.0001  
-0.3608       0.0002  
-0.3313       0.0003  
-0.3018       0.0008  
-0.2722       0.0010  
-0.2427       0.0012  
-0.2132       0.0013  
-0.1837       0.0020  
-0.1542       0.0030  
-0.1247       0.0035  
-0.0952       0.0050  
-0.0657       0.0068  
-0.0362       0.0079  
-0.0067       0.0105  
0.0228        0.0134  
0.0523        0.0178  
0.0818        0.0209  
0.1114        0.0263  
0.1409        0.0320  
0.1704        0.0373  
0.1999        0.0433  
0.2294        0.0499  
0.2589        0.0555  
0.2884        0.0629  
0.3179        0.0668  
0.3474        0.0711  
0.3769        0.0721  
0.4064        0.0730  
0.4359        0.0671  
0.4654        0.0609  
0.4950        0.0522  
0.5245        0.0427  
0.5540        0.0321  
0.5835        0.0247  
0.6130        0.0145  
0.6425        0.0090  
0.6720        0.0056  
0.7015        0.0027  
0.7310        0.0016  
0.7605        0.0006  
0.7900        0.0000  
0.8195        0.0000  
#----------------------------------------
# Probability of Window [ 0.52, 0.53 ]
# Value       Probability
-0.6477       0.0000  
-0.6176       0.0001  
-0.5875       0.0000  
-0.5573       0.0000  
-0.5272       0.0001  
-0.4971       0.0000  
-0.4670       0.0001  
-0.4368       0.0001  
-0.4067       0.0001  
-0.3766       0.0004  
-0.3464       0.0004  
-0.3163       0.0008  
-0.2862       0.0007  
-0.2560       0.0011  
-0.2259       0.0014  
-0.1958       0.0022  
-0.1657       0.0026  
-0.1355       0.0035  
-0.1054       0.0047  
-0.0753       0.0067  
-0.0451       0.0090  
-0.0150       0.0117  
0.0151        0.0136  
0.0453        0.0172  
0.0754        0.0212  
0.1055        0.0270  
0.1356        0.0329  
0.1658        0.0378  
0.1959        0.0436  
0.2260        0.0525  
0.2562        0.0582  
0.2863        0.0660  
0.3164        0.0685  
0.3466        0.0725  
0.3767        0.0728  
0.4068        0.0737  
0.4369        0.0653  
0.4671        0.0587  
0.4972        0.0494  
0.5273        0.0415  
0.5575        0.0308  
0.5876        0.0216  
0.6177        0.0136  
0.6479        0.0086  
0.6780        0.0043  
0.7081        0.0020  
0.7382        0.0007  
0.7684        0.0002  
0.7985        0.0000  
0.8286        0.0000  
#----------------------------------------
# Probability of Window [ 0.53, 0.54 ]
# Value       Probability
-0.8076       0.0000  
-0.7761       0.0000  
-0.7447       0.0000  
-0.7132       0.0000  
-0.6817       0.0000  
-0.6503       0.0000  
-0.6188       0.0000  
-0.5874       0.0000  
-0.5559       0.0000  
-0.5244       0.0000  
-0.4930       0.0000  
-0.4615       0.0000  
-0.4300       0.0000  
-0.3986       0.0001  
-0.3671       0.0003  
-0.3357       0.0004  
-0.3042       0.0006  
-0.2728       0.0008  
-0.2413       0.0011  
-0.2098       0.0020  
-0.1784       0.0019  
-0.1469       0.0033  
-0.1154       0.0045  
-0.0840       0.0066  
-0.0525       0.0085  
-0.0211       0.0113  
0.0104        0.0144  
0.0419        0.0178  
0.0733        0.0237  
0.1048        0.0270  
0.1362        0.0357  
0.1677        0.0422  
0.1992        0.0492  
0.2306        0.0566  
0.2621        0.0624  
0.2935        0.0679  
0.3250        0.0751  
0.3565        0.0739  
0.3879        0.0763  
0.4194        0.0730  
0.4508        0.0666  
0.4823        0.0573  
0.5138        0.0451  
0.5452        0.0356  
0.5767        0.0251  
0.6081        0.0171  
0.6396        0.0095  
0.6711        0.0039  
0.7025        0.0019  
0.7340        0.0008  
#----------------------------------------
# Probability of Window [ 0.54, 0.55 ]
# Value       Probability
-0.8033       0.0000  
-0.7704       0.0000  
-0.7375       0.0000  
-0.7045       0.0000  
-0.6716       0.0000  
-0.6387       0.0000  
-0.6057       0.0000  
-0.5728       0.0000  
-0.5399       0.0000  
-0.5069       0.0000  
-0.4740       0.0000  
-0.4411       0.0001  
-0.4081       0.0002  
-0.3752       0.0004  
-0.3423       0.0004  
-0.3093       0.0007  
-0.2764       0.0011  
-0.2435       0.0014  
-0.2105       0.0019  
-0.1776       0.0029  
-0.1447       0.0046  
-0.1117       0.0055  
-0.0788       0.0080  
-0.0459       0.0100  
-0.0129       0.0122  
0.0200        0.0178  
0.0530        0.0213  
0.0859        0.0268  
0.1188        0.0332  
0.1518        0.0414  
0.1847        0.0486  
0.2176        0.0568  
0.2506        0.0629  
0.2835        0.0695  
0.3164        0.0736  
0.3494        0.0805  
0.3823        0.0770  
0.4152        0.0735  
0.4482        0.0663  
0.4811        0.0593  
0.5140        0.0469  
0.5470        0.0360  
0.5799        0.0259  
0.6128        0.0162  
0.6458        0.0096  
0.6787        0.0047  
0.7116        0.0017  
0.7446        0.0005  
0.7775        0.0002  
0.8104        0.0001  
#----------------------------------------
# Probability of Window [ 0.55, 0.56 ]
# Value       Probability
-0.6837       0.0000  
-0.6532       0.0000  
-0.6227       0.0000  
-0.5922       0.0000  
-0.5618       0.0000  
-0.5313       0.0000  
-0.5008       0.0000  
-0.4703       0.0001  
-0.4399       0.0002  
-0.4094       0.0001  
-0.3789       0.0002  
-0.3484       0.0002  
-0.3179       0.0003  
-0.2875       0.0006  
-0.2570       0.0011  
-0.2265       0.0010  
-0.1960       0.0023  
-0.1656       0.0031  
-0.1351       0.0041  
-0.1046       0.0046  
-0.0741       0.0067  
-0.0437       0.0090  
-0.0132       0.0110  
0.0173        0.0144  
0.0478        0.0196  
0.0782        0.0237  
0.1087        0.0301  
0.1392        0.0344  
0.1697        0.0401  
0.2001        0.0485  
0.2306        0.0542  
0.2611        0.0628  
0.2916        0.0671  
0.3220        0.0733  
0.3525        0.0761  
0.3830        0.0756  
0.4135        0.0723  
0.4439        0.0651  
0.4744        0.0588  
0.5049        0.0453  
0.5354        0.0338  
0.5659        0.0247  
0.5963        0.0153  
0.6268        0.0100  
0.6573        0.0051  
0.6878        0.0029  
0.7182        0.0012  
0.7487        0.0005  
0.7792        0.0001  
0.8097        0.0000  
#----------------------------------------
# Probability of Window [ 0.56, 0.57 ]
# Value       Probability
-0.5772       0.0000  
-0.5495       0.0000  
-0.5218       0.0000  
-0.4941       0.0001  
-0.4664       0.0000  
-0.4387       0.0002  
-0.4109       0.0004  
-0.3832       0.0005  
-0.3555       0.0006  
-0.3278       0.0005  
-0.3001       0.0008  
-0.2724       0.0011  
-0.2446       0.0017  
-0.2169       0.0018  
-0.1892       0.0023  
-0.1615       0.0034  
-0.1338       0.0039  
-0.1061       0.0054  
-0.0784       0.0069  
-0.0506       0.0087  
-0.0229       0.0108  
0.0048        0.0143  
0.0325        0.0179  
0.0602        0.0205  
0.0879        0.0239  
0.1157        0.0292  
0.1434        0.0344  
0.1711        0.0409  
0.1988        0.0448  
0.2265        0.0493  
0.2542        0.0553  
0.2820        0.0598  
0.3097        0.0633  
0.3374        0.0636  
0.3651        0.0629  
0.3928        0.0631  
0.4205        0.0576  
0.4483        0.0556  
0.4760        0.0506  
0.5037        0.0408  
0.5314        0.0331  
0.5591        0.0262  
0.5868        0.0187  
0.6145        0.0112  
0.6423        0.0071  
0.6700        0.0038  
0.6977        0.0018  
0.7254        0.0008  
0.7531        0.0002  
0.7808        0.0001  
#----------------------------------------
# Probability of Window [ 0.57, 0.58 ]
# Value       Probability
-0.7322       0.0000  
-0.7005       0.0000  
-0.6688       0.0000  
-0.6371       0.0000  
-0.6054       0.0000  
-0.5737       0.0000  
-0.5420       0.0000  
-0.5103       0.0001  
-0.4786       0.0001  
-0.4469       0.0001  
-0.4152       0.0002  
-0.3835       0.0004  
-0.3518       0.0005  
-0.3200       0.0009  
-0.2883       0.0013  
-0.2566       0.0018  
-0.2249       0.0020  
-0.1932       0.0025  
-0.1615       0.0038  
-0.1298       0.0059  
-0.0981       0.0071  
-0.0664       0.0095  
-0.0347       0.0114  
-0.0030       0.0146  
0.0287        0.0194  
0.0605        0.0252  
0.0922        0.0297  
0.1239        0.0364  
0.1556        0.0440  
0.1873        0.0500  
0.2190        0.0577  
0.2507        0.0644  
0.2824        0.0702  
0.3141        0.0753  
0.3458        0.0767  
0.3775        0.0757  
0.4092        0.0696  
0.4409        0.0633  
0.4727        0.0526  
0.5044        0.0426  
0.5361        0.0316  
0.5678        0.0219  
0.5995        0.0136  
0.6312        0.0089  
0.6629        0.0050  
0.6946        0.0023  
0.7263        0.0009  
0.7580        0.0003  
0.7897        0.0001  
0.8214        0.0000  
#----------------------------------------
# Probability of Window [ 0.58, 0.59 ]
# Value       Probability
-0.6148       0.0000  
-0.5860       0.0001  
-0.5572       0.0000  
-0.5284       0.0001  
-0.4996       0.0001  
-0.4709       0.0003  
-0.4421       0.0003  
-0.4133       0.0004  
-0.3845       0.0007  
-0.3557       0.0006  
-0.3269       0.0011  
-0.2981       0.0010  
-0.2693       0.0015  
-0.2405       0.0023  
-0.2117       0.0029  
-0.1830       0.0038  
-0.1542       0.0047  
-0.1254       0.0059  
-0.0966       0.0082  
-0.0678       0.0100  
-0.0390       0.0125  
-0.0102       0.0149  
0.0186        0.0188  
0.0474        0.0219  
0.0762        0.0284  
0.1049        0.0332  
0.1337        0.0370  
0.1625        0.0436  
0.1913        0.0469  
0.2201        0.0512  
0.2489        0.0566  
0.2777        0.0621  
0.3065        0.0640  
0.3353        0.0654  
0.3641        0.0664  
0.3928        0.0627  
0.4216        0.0566  
0.4504        0.0500  
0.4792        0.0444  
0.5080        0.0365  
0.5368        0.0282  
0.5656        0.0202  
0.5944        0.0142  
0.6232        0.0094  
0.6520        0.0054  
0.6807        0.0028  
0.7095        0.0015  
0.7383        0.0006  
0.7671        0.0003  
0.7959        0.0001  
#----------------------------------------
# Probability of Window [ 0.59, 0.60 ]
# Value       Probability
-0.6808       0.0000  
-0.6516       0.0000  
-0.6224       0.0000  
-0.5932       0.0001  
-0.5641       0.0001  
-0.5349       0.0000  
-0.5057       0.0001  
-0.4765       0.0002  
-0.4473       0.0002  
-0.4181       0.0004  
-0.3889       0.0005  
-0.3598       0.0006  
-0.3306       0.0008  
-0.3014       0.0016  
-0.2722       0.0022  
-0.2430       0.0027  
-0.2138       0.0026  
-0.1846       0.0039  
-0.1555       0.0050  
-0.1263       0.0066  
-0.0971       0.0085  
-0.0679       0.0103  
-0.0387       0.0119  
-0.0095       0.0165  
0.0197        0.0199  
0.0488        0.0239  
0.0780        0.0273  
0.1072        0.0312  
0.1364        0.0374  
0.1656        0.0418  
0.1948        0.0480  
0.2240        0.0534  
0.2531        0.0582  
0.2823        0.0621  
0.3115        0.0662  
0.3407        0.0646  
0.3699        0.0634  
0.3991        0.0621  
0.4283        0.0590  
0.4574        0.0514  
0.4866        0.0446  
0.5158        0.0353  
0.5450        0.0282  
0.5742        0.0199  
0.6034        0.0131  
0.6326        0.0073  
0.6617        0.0039  
0.6909        0.0020  
0.7201        0.0009  
0.7493        0.0002  
#----------------------------------------
# Probability of Window [ 0.60, 0.61 ]
# Value       Probability
-0.7274       0.0000  
-0.6973       0.0000  
-0.6672       0.0000  
-0.6371       0.0000  
-0.6070       0.0000  
-0.5768       0.0000  
-0.5467       0.0001  
-0.5166       0.0001  
-0.4865       0.0002  
-0.4563       0.0002  
-0.4262       0.0003  
-0.3961       0.0004  
-0.3660       0.0008  
-0.3359       0.0007  
-0.3057       0.0012  
-0.2756       0.0014  
-0.2455       0.0019  
-0.2154       0.0033  
-0.1852       0.0038  
-0.1551       0.0053  
-0.1250       0.0068  
-0.0949       0.0084  
-0.0648       0.0104  
-0.0346       0.0140  
-0.0045       0.0163  
0.0256        0.0213  
0.0557        0.0261  
0.0859        0.0312  
0.1160        0.0373  
0.1461        0.0427  
0.1762        0.0483  
0.2063        0.0588  
0.2365        0.0606  
0.2666        0.0634  
0.2967        0.0672  
0.3268        0.0700  
0.3570        0.0680  
0.3871        0.0638  
0.4172        0.0593  
0.4473        0.0531  
0.4774        0.0439  
0.5076        0.0354  
0.5377        0.0277  
0.5678        0.0199  
0.5979        0.0131  
0.6281        0.0080  
0.6582        0.0036  
0.6883        0.0012  
0.7184        0.0007  
0.7485        0.0001  
#----------------------------------------
# Probability of Window [ 0.61, 0.62 ]
# Value       Probability
-0.6425       0.0000  
-0.6133       0.0000  
-0.5841       0.0001  
-0.5549       0.0001  
-0.5257       0.0001  
-0.4965       0.0002  
-0.4673       0.0002  
-0.4381       0.0004  
-0.4089       0.0003  
-0.3797       0.0005  
-0.3505       0.0007  
-0.3213       0.0011  
-0.2921       0.0015  
-0.2629       0.0020  
-0.2337       0.0023  
-0.2045       0.0029  
-0.1753       0.0042  
-0.1461       0.0049  
-0.1169       0.0070  
-0.0877       0.0089  
-0.0585       0.0117  
-0.0293       0.0142  
-0.0001       0.0170  
0.0291        0.0206  
0.0583        0.0260  
0.0876        0.0298  
0.1168        0.0347  
0.1460        0.0418  
0.1752        0.0485  
0.2044        0.0517  
0.2336        0.0561  
0.2628        0.0618  
0.2920        0.0638  
0.3212        0.0654  
0.3504        0.0664  
0.3796        0.0643  
0.4088        0.0610  
0.4380        0.0526  
0.4672        0.0465  
0.4964        0.0402  
0.5256        0.0316  
0.5548        0.0219  
0.5840        0.0151  
0.6132        0.0093  
0.6424        0.0059  
0.6716        0.0027  
0.7008        0.0015  
0.7300        0.0005  
0.7592        0.0001  
0.7884        0.0001  
#----------------------------------------
# Probability of Window [ 0.62, 0.63 ]
# Value       Probability
-0.9495       0.0000  
-0.9146       0.0000  
-0.8798       0.0000  
-0.8449       0.0000  
-0.8101       0.0000  
-0.7752       0.0000  
-0.7404       0.0000  
-0.7055       0.0000  
-0.6707       0.0000  
-0.6358       0.0000  
-0.6010       0.0000  
-0.5661       0.0000  
-0.5312       0.0000  
-0.4964       0.0002  
-0.4615       0.0003  
-0.4267       0.0005  
-0.3918       0.0006  
-0.3570       0.0008  
-0.3221       0.0015  
-0.2873       0.0018  
-0.2524       0.0029  
-0.2176       0.0041  
-0.1827       0.0056  
-0.1479       0.0074  
-0.1130       0.0088  
-0.0782       0.0129  
-0.0433       0.0174  
-0.0085       0.0220  
0.0264        0.0256  
0.0612        0.0319  
0.0961        0.0404  
0.1309        0.0477  
0.1658        0.0562  
0.2006        0.0632  
0.2355        0.0703  
0.2703        0.0762  
0.3052        0.0772  
0.3401        0.0792  
0.3749        0.0767  
0.4098        0.0684  
0.4446        0.0606  
0.4795        0.0490  
0.5143        0.0367  
0.5492        0.0239  
0.5840        0.0153  
0.6189        0.0081  
0.6537        0.0042  
0.6886        0.0013  
0.7234        0.0007  
0.7583        0.0002  
#----------------------------------------
# Probability of Window [ 0.63, 0.64 ]
# Value       Probability
-0.7463       0.0000  
-0.7157       0.0000  
-0.6852       0.0000  
-0.6546       0.0000  
-0.6240       0.0000  
-0.5935       0.0000  
-0.5629       0.0001  
-0.5323       0.0002  
-0.5018       0.0002  
-0.4712       0.0003  
-0.4406       0.0004  
-0.4101       0.0004  
-0.3795       0.0007  
-0.3489       0.0010  
-0.3184       0.0012  
-0.2878       0.0017  
-0.2572       0.0022  
-0.2267       0.0028  
-0.1961       0.0039  
-0.1655       0.0050  
-0.1350       0.0062  
-0.1044       0.0078  
-0.0738       0.0106  
-0.0433       0.0143  
-0.0127       0.0175  
0.0179        0.0216  
0.0485        0.0267  
0.0790        0.0314  
0.1096        0.0382  
0.1402        0.0436  
0.1707        0.0498  
0.2013        0.0559  
0.2319        0.0591  
0.2624        0.0671  
0.2930        0.0704  
0.3236        0.0708  
0.3541        0.0695  
0.3847        0.0677  
0.4153        0.0626  
0.4458        0.0533  
0.4764        0.0424  
0.5070        0.0337  
0.5375        0.0247  
0.5681        0.0161  
0.5987        0.0102  
0.6292        0.0051  
0.6598        0.0023  
0.6904        0.0007  
0.7209        0.0002  
0.7515        0.0002  
#----------------------------------------
# Probability of Window [ 0.64, 0.65 ]
# Value       Probability
-0.8255       0.0000  
-0.7932       0.0000  
-0.7608       0.0000  
-0.7284       0.0000  
-0.6961       0.0000  
-0.6637       0.0000  
-0.6314       0.0000  
-0.5990       0.0000  
-0.5667       0.0001  
-0.5343       0.0003  
-0.5019       0.0003  
-0.4696       0.0005  
-0.4372       0.0005  
-0.4049       0.0010  
-0.3725       0.0011  
-0.3402       0.0015  
-0.3078       0.0025  
-0.2754       0.0028  
-0.2431       0.0039  
-0.2107       0.0058  
-0.1784       0.0072  
-0.1460       0.0096  
-0.1136       0.0118  
-0.0813       0.0154  
-0.0489       0.0178  
-0.0166       0.0239  
0.0158        0.0280  
0.0481        0.0338  
0.0805        0.0392  
0.1129        0.0434  
0.1452        0.0517  
0.1776        0.0571  
0.2099        0.0620  
0.2423        0.0668  
0.2747        0.0699  
0.3070        0.0696  
0.3394        0.0665  
0.3717        0.0648  
0.4041        0.0591  
0.4364        0.0501  
0.4688        0.0406  
0.5012        0.0322  
0.5335        0.0251  
0.5659        0.0163  
0.5982        0.0095  
0.6306        0.0044  
0.6629        0.0024  
0.6953        0.0010  
0.7277        0.0004  
0.7600        0.0000  
#----------------------------------------
# Probability of Window [ 0.65, 0.66 ]
# Value       Probability
-0.8542       0.0000  
-0.8221       0.0000  
-0.7899       0.0000  
-0.7578       0.0000  
-0.7256       0.0000  
-0.6934       0.0000  
-0.6613       0.0000  
-0.6291       0.0001  
-0.5970       0.0001  
-0.5648       0.0001  
-0.5327       0.0002  
-0.5005       0.0003  
-0.4683       0.0005  
-0.4362       0.0007  
-0.4040       0.0009  
-0.3719       0.0013  
-0.3397       0.0018  
-0.3076       0.0024  
-0.2754       0.0033  
-0.2433       0.0046  
-0.2111       0.0059  
-0.1789       0.0073  
-0.1468       0.0090  
-0.1146       0.0123  
-0.0825       0.0141  
-0.0503       0.0179  
-0.0182       0.0236  
0.0140        0.0269  
0.0461        0.0332  
0.0783        0.0385  
0.1105        0.0426  
0.1426        0.0507  
0.1748        0.0552  
0.2069        0.0597  
0.2391        0.0659  
0.2712        0.0683  
0.3034        0.0703  
0.3356        0.0712  
0.3677        0.0651  
0.3999        0.0582  
0.4320        0.0515  
0.4642        0.0420  
0.4963        0.0316  
0.5285        0.0265  
0.5606        0.0167  
0.5928        0.0092  
0.6250        0.0063  
0.6571        0.0025  
0.6893        0.0010  
0.7214        0.0004  
#----------------------------------------
# Probability of Window [ 0.66, 0.67 ]
# Value       Probability
-0.7410       0.0001  
-0.7110       0.0000  
-0.6810       0.0000  
-0.6511       0.0001  
-0.6211       0.0001  
-0.5911       0.0002  
-0.5611       0.0004  
-0.5311       0.0006  
-0.5011       0.0005  
-0.4712       0.0005  
-0.4412       0.0010  
-0.4112       0.0011  
-0.3812       0.0016  
-0.3512       0.0021  
-0.3212       0.0027  
-0.2912       0.0035  
-0.2613       0.0046  
-0.2313       0.0060  
-0.2013       0.0072  
-0.1713       0.0092  
-0.1413       0.0112  
-0.1113       0.0142  
-0.0814       0.0169  
-0.0514       0.0207  
-0.0214       0.0234  
0.0086        0.0276  
0.0386        0.0325  
0.0686        0.0378  
0.0985        0.0431  
0.1285        0.0473  
0.1585        0.0517  
0.1885        0.0557  
0.2185        0.0581  
0.2485        0.0609  
0.2784        0.0644  
0.3084        0.0619  
0.3384        0.0617  
0.3684        0.0550  
0.3984        0.0511  
0.4284        0.0433  
0.4584        0.0365  
0.4883        0.0257  
0.5183        0.0211  
0.5483        0.0146  
0.5783        0.0100  
0.6083        0.0058  
0.6383        0.0036  
0.6682        0.0017  
0.6982        0.0006  
0.7282        0.0003  
#----------------------------------------
# Probability of Window [ 0.67, 0.68 ]
# Value       Probability
-1.1189       0.0000  
-1.0815       0.0000  
-1.0441       0.0000  
-1.0067       0.0000  
-0.9693       0.0000  
-0.9319       0.0000  
-0.8945       0.0000  
-0.8571       0.0000  
-0.8197       0.0000  
-0.7823       0.0000  
-0.7449       0.0000  
-0.7075       0.0000  
-0.6702       0.0001  
-0.6328       0.0001  
-0.5954       0.0003  
-0.5580       0.0005  
-0.5206       0.0005  
-0.4832       0.0008  
-0.4458       0.0010  
-0.4084       0.0016  
-0.3710       0.0024  
-0.3336       0.0041  
-0.2962       0.0043  
-0.2588       0.0051  
-0.2214       0.0065  
-0.1840       0.0102  
-0.1466       0.0129  
-0.1092       0.0171  
-0.0718       0.0223  
-0.0344       0.0271  
0.0030        0.0336  
0.0404        0.0412  
0.0778        0.0497  
0.1152        0.0585  
0.1526        0.0652  
0.1900        0.0734  
0.2274        0.0771  
0.2648        0.0791  
0.3021        0.0810  
0.3395        0.0751  
0.3769        0.0665  
0.4143        0.0578  
0.4517        0.0439  
0.4891        0.0315  
0.5265        0.0231  
0.5639        0.0137  
0.6013        0.0079  
0.6387        0.0034  
0.6761        0.0011  
0.7135        0.0003  
#----------------------------------------
# Probability of Window [ 0.68, 0.69 ]
# Value       Probability
-0.9541       0.0000  
-0.9190       0.0000  
-0.8839       0.0000  
-0.8488       0.0000  
-0.8137       0.0001  
-0.7787       0.0001  
-0.7436       0.0001  
-0.7085       0.0001  
-0.6734       0.0002  
-0.6384       0.0005  
-0.6033       0.0005  
-0.5682       0.0006  
-0.5331       0.0008  
-0.4980       0.0010  
-0.4630       0.0012  
-0.4279       0.0020  
-0.3928       0.0028  
-0.3577       0.0036  
-0.3227       0.0049  
-0.2876       0.0065  
-0.2525       0.0075  
-0.2174       0.0096  
-0.1823       0.0115  
-0.1473       0.0150  
-0.1122       0.0183  
-0.0771       0.0233  
-0.0420       0.0278  
-0.0070       0.0333  
0.0281        0.0385  
0.0632        0.0444  
0.0983        0.0505  
0.1334        0.0560  
0.1684        0.0624  
0.2035        0.0664  
0.2386        0.0700  
0.2737        0.0691  
0.3087        0.0700  
0.3438        0.0657  
0.3789        0.0586  
0.4140        0.0508  
0.4491        0.0404  
0.4841        0.0313  
0.5192        0.0233  
0.5543        0.0153  
0.5894        0.0078  
0.6244        0.0043  
0.6595        0.0023  
0.6946        0.0009  
0.7297        0.0003  
0.7648        0.0001  
#----------------------------------------
# Probability of Window [ 0.69, 0.70 ]
# Value       Probability
-1.0181       0.0000  
-0.9822       0.0000  
-0.9464       0.0000  
-0.9105       0.0000  
-0.8746       0.0000  
-0.8388       0.0000  
-0.8029       0.0001  
-0.7671       0.0001  
-0.7312       0.0002  
-0.6954       0.0002  
-0.6595       0.0004  
-0.6237       0.0003  
-0.5878       0.0005  
-0.5519       0.0008  
-0.5161       0.0009  
-0.4802       0.0015  
-0.4444       0.0018  
-0.4085       0.0022  
-0.3727       0.0034  
-0.3368       0.0047  
-0.3010       0.0056  
-0.2651       0.0069  
-0.2292       0.0099  
-0.1934       0.0115  
-0.1575       0.0156  
-0.1217       0.0186  
-0.0858       0.0242  
-0.0500       0.0299  
-0.0141       0.0347  
0.0218        0.0412  
0.0576        0.0466  
0.0935        0.0528  
0.1293        0.0608  
0.1652        0.0646  
0.2010        0.0701  
0.2369        0.0736  
0.2727        0.0717  
0.3086        0.0696  
0.3445        0.0649  
0.3803        0.0556  
0.4162        0.0479  
0.4520        0.0376  
0.4879        0.0268  
0.5237        0.0174  
0.5596        0.0125  
0.5954        0.0071  
0.6313        0.0032  
0.6672        0.0012  
0.7030        0.0006  
